Official	LFC	FDR
DNAJC15	-8.112	0.556816
RASGRF1	-8.129	0.556816
PIPOX	-8.2954	0.556816
ZACN	-8.3356	0.556816
KAT6B	-7.8142	0.556816
IQCH	-7.1775	0.556816
S100A2	-8.339	0.551575
NREP	-8.5015	0.556816
ACSL4	-8.4867	0.556816
KIAA1143	-7.841	0.556816
PIH1D3	-8.2573	0.556816
CD3E	-7.385	0.556816
GNPDA1	-8.4295	0.556816
GPR6	-8.2005	0.556816
KRTAP5-5	-8.1916	0.556816
DCC	-7.9881	0.556816
DACT3	-8.142	0.556816
ARFIP2	-8.1696	0.556816
OR4F5	-7.0223	0.537452
ADO	-7.9555	0.556816
KLHDC1	-8.5091	0.556816
ZNF439	-8.4533	0.556816
CPXM2	-8.25	0.556816
KRTAP19-3	-8.4239	0.556816
USP11	-7.6146	0.556816
SPATA3	-7.8342	0.556816
PTCHD1	-8.1832	0.556816
LMO7	-8.1217	0.556816
SDSL	-7.6808	0.556816
BCL2A1	-7.9512	0.556816
AP000349.1	-7.8301	0.556816
RP11-986E7.7	-8.4964	0.556816
AC018445.1	-7.9736	0.559647
KIAA1239	-7.5427	0.56089
CPEB4	-8.2197	0.56279
MTMR7	-8.3453	0.56279
GRM1	-8.0113	0.56279
PLEKHS1	-7.9607	0.56279
CBS	-7.2063	0.556816
C16orf96	-8.2777	0.564113
RAB32	-8.0492	0.564113
MFAP3L	-8.0833	0.564113
MAP2K7	-7.9569	0.564113
CSRP3	-8.2743	0.564113
SCRT2	-7.7076	0.564113
PEX5L	-7.3406	0.556816
KCNA1	-7.8301	0.556816
TMEM56-RWDD3	-7.5169	0.478567
TTN	-8.3453	0.566277
ZNF681	-8.4415	0.566277
LRIG3	-7.8141	0.566277
CCL2	-7.6303	0.566277
UMODL1	-7.8222	0.566277
GSE1	-8.2441	0.566277
C11orf45	-8.148	0.566277
CRTAP	-8.1329	0.567293
PLEKHF1	-8.0035	0.567715
IGLV1-47	-8.9098	0.511519
SPEF1	-7.4464	0.568588
DHCR7	-7.8487	0.568588
SOX2	-8.3543	0.568588
FXYD6	-7.7521	0.568588
RNF126	-7.8701	0.568588
INPPL1	-8.3301	0.568588
C11orf40	-8.0065	0.568588
ERICH1	-7.8222	0.568588
ZNF862	-7.319	0.571121
IGHV1OR21-1	-7.8127	0.571121
KLHL17	-8.2717	0.571623
TPSAB1	-7.7446	0.546827
TMEM108	-8.2112	0.572154
NDUFA7	-7.1206	0.581594
TXNDC8	-8.2425	0.56279
TTLL13	-8.6795	0.515334
AADACL3	-8.4184	0.572154
CRYBB2	-8.4558	0.572154
FAM13C	-8.3379	0.572154
HEPACAM	-8.1868	0.572154
ATP8A1	-8.1836	0.572154
NPPA	-7.8454	0.572154
KLF13	-7.9525	0.572154
ACSS1	-7.9495	0.572154
KIAA1919	-8.0425	0.572154
FAM118B	-7.2554	0.573514
IFNA1	-8.4288	0.573725
ASTE1	-7.8605	0.573725
S1PR5	-7.979	0.573725
IGSF21	-8.1837	0.573725
SHC4	-8.2237	0.573725
PM20D2	-8.4396	0.573725
LUZP4	-7.3171	0.566277
CYB5D1	-7.6775	0.573822
VEGFA	-8.1557	0.575161
ACSL5	-8.2183	0.575161
RRAGD	-7.5384	0.575161
NUDCD1	-8.1689	0.575161
RGS1	-8.3424	0.575416
RP11-650K20.3	-7.5589	0.575592
OPN1LW	-7.8815	0.575592
ENPP5	-7.8664	0.575592
ETNK2	-8.0859	0.575592
KCNA4	-8.112	0.568588
IFLTD1	-7.9704	0.578459
GNMT	-8.1706	0.57859
NIPA2	-8.4184	0.57859
IGHV1-3	-8.4372	0.57859
PSKH1	-8.1682	0.57859
OR10AC1P	-8.3748	0.57859
CACNG6	-7.4952	0.571623
UCMA	-7.8113	0.58079
OR51D1	-7.9239	0.581757
POLB	-7.7015	0.581757
PFKFB2	-7.4144	0.572154
MKRN2	-8.1765	0.582275
MTNR1B	-7.8986	0.582275
KIAA1147	-7.9824	0.582275
WSCD2	-8.1436	0.582275
AL355390.1	-7.8812	0.582275
FAM47C	-7.9686	0.582275
PRKCD	-7.6688	0.582275
FES	-8.4319	0.582275
DYRK2	-8.2045	0.582275
PITPNM1	-8.1127	0.582275
HCAR2	-8.1865	0.582275
LAMC2	-8.1623	0.583067
SLC24A4	-7.5877	0.583067
GPA33	-8.1557	0.573725
GPR144	-8.182	0.573725
PLXNB2	-8.2646	0.583067
ANKRD2	-8.4074	0.583067
SLAMF9	-8.0362	0.583067
SGK223	-8.2015	0.583067
SPATC1L	-7.5037	0.583067
AP001362.1	-8.478	0.575161
ENOX2	-8.3889	0.583368
ASB6	-8.4193	0.583368
TENM4	-8.1815	0.583368
TMPRSS2	-7.8381	0.583368
TMEM132B	-7.9478	0.583368
P4HA2	-7.3529	0.583667
RB1	-8.1361	0.583667
TECTA	-8.3323	0.583667
CASP7	-7.867	0.583667
C3orf20	-8.5039	0.583667
ELOVL6	-8.4032	0.583667
MGMT	-8.4101	0.583667
FSTL4	-7.3209	0.586075
RD3	-8.0705	0.57859
FHIT	-8.4624	0.587305
CELSR1	-8.3976	0.587305
RCE1	-8.2142	0.587305
DCAF17	-8.044	0.587305
LILRB2	-7.8843	0.587305
WFDC12	-8.1595	0.587305
SKIDA1	-8.318	0.587305
GRIN1	-7.7592	0.587305
HDAC5	-7.7931	0.587305
SH3PXD2A	-7.5919	0.587305
ILDR1	-7.5772	0.587305
IGLC3	-7.8292	0.587305
TMEM262	-7.7596	0.587305
AC114494.1	-8.0187	0.587305
NRG4	-7.8754	0.587305
RNF185	-8.3155	0.582275
ELAC1	-8.1026	0.556816
PRR25	-7.1014	0.588667
WFDC11	-8.1868	0.589739
COL20A1	-8.2966	0.589739
ZIC2	-8.1623	0.589739
OR5W2	-7.9427	0.589739
SELL	-8.1507	0.589739
PROSER2	-8.4022	0.589739
AP000889.3	-8.4512	0.589739
CLEC2B	-8.3585	0.589739
AC117395.1	-8.5629	0.583067
ECE1	-8.0313	0.583067
RP11-51F16.8	-8.3736	0.583067
MAP4K1	-8.1096	0.589739
APBB2	-7.9225	0.589739
KNG1	-7.8174	0.589739
GADD45B	-7.899	0.589739
KIAA1191	-7.8729	0.589739
ASB13	-8.0331	0.590681
OR9G1	-8.3001	0.590681
CDSN	-8.2116	0.590681
GPR26	-8.3447	0.590681
GS1-393G12.13	-7.6694	0.583067
PADI4	-8.2124	0.590681
TRIM8	-8.136	0.590681
SLC15A1	-7.5349	0.590681
ANKRD61	-8.4102	0.590681
PDGFB	-8.1031	0.590681
PKHD1L1	-8.2932	0.590681
SLC7A1	-8.0915	0.590681
CHST8	-8.0353	0.590681
RB1CC1	-8.3319	0.590681
GAGE10	-8.2172	0.590681
SLC16A7	-7.6721	0.590681
MYO5B	-8.2173	0.586487
AC099552.4	-8.1508	0.594323
ZNF536	-7.8321	0.594323
AC097381.1	-8.1462	0.594323
TRMT2A	-8.2825	0.587305
TXLNB	-7.449	0.597139
F2	-7.423	0.597139
HRK	-8.0775	0.588667
CXorf66	-7.6804	0.600718
KRTAP19-4	-7.7194	0.600718
AP006621.5	-8.2488	0.600718
LEPREL2	-8.2027	0.600718
HSPB2-C11orf52	-8.4598	0.600718
KIR2DL4	-8.0023	0.600718
NR4A3	-8.3807	0.600718
CHEK2	-7.8665	0.600718
HRASLS2	-8.2795	0.589739
SENP5	-8.0786	0.601124
KLHL29	-8.0002	0.601124
AC127496.1	-7.8314	0.601124
AQP1	-7.7044	0.639682
CD3D	-7.7637	0.601299
TRIM41	-7.7923	0.589739
RASGEF1A	-6.9606	0.602406
C19orf71	-8.0153	0.602406
HS1BP3	-7.3981	0.602406
C14orf93	-7.319	0.603806
RP11-144F15.1	-8.3361	0.590681
AC092850.1	-8.3716	0.604096
C13orf35	-7.0704	0.605578
TSPY1	-7.9457	0.583067
ACHE	-6.9114	0.605578
SELO	-7.7931	0.605578
LRRK1	-8.0573	0.605578
ABCD2	-8.0384	0.605578
LATS1	-7.6374	0.60589
SYTL1	-8.205	0.60589
MTMR14	-8.4415	0.606074
C15orf39	-7.8507	0.594323
C16orf47	-8.3408	0.606074
OAT	-8.0502	0.606074
CSF1R	-8.2886	0.594724
CORIN	-8.2279	0.606074
GLRX3	-8.0879	0.606074
RP11-307N16.6	-8.2756	0.606074
CEACAM21	-7.9665	0.607061
JAG2	-7.642	0.608009
SLC1A7	-8.0841	0.608009
STEAP4	-7.5428	0.608009
DLGAP1	-7.9434	0.608009
AP000867.1	-7.8233	0.608009
GALNT9	-7.7155	0.608009
GLP1R	-8.1056	0.608009
KCNA2	-7.7032	0.608009
CACNA2D1	-7.6998	0.608009
LOXHD1	-8.3273	0.600718
ACACB	-8.2189	0.608009
CCDC178	-7.779	0.608204
PCOLCE	-7.7564	0.608399
MARCH1	-8.042	0.608399
IER2	-8.3565	0.608399
SLC36A3	-8.2755	0.608399
C11orf85	-7.5717	0.601299
PRG4	-7.5749	0.608399
PTGS1	-8.4933	0.608399
HPSE2	-8.211	0.608399
FSTL5	-7.8507	0.608399
DNAH6	-7.9572	0.608399
AL009178.1	-8.0426	0.608399
MS4A12	-7.9648	0.61068
RMND5B	-7.7621	0.603186
MFAP2	-7.5727	0.61068
LOXL2	-8.2673	0.603806
AFAP1L1	-7.9656	0.61068
PPP1R9B	-6.9068	0.61068
RP11-296A16.1	-7.8589	0.589739
ITPKA	-8.1256	0.603806
MT1B	-7.0003	0.603806
CDCA5	-6.9345	0.61068
HERC6	-8.3014	0.61068
MEGF6	-8.1514	0.61068
IL6R	-8.1033	0.61068
TMEM198	-8.1868	0.61068
CATSPER4	-7.9288	0.61068
KCNQ4	-7.9169	0.61068
PPIL3	-7.9117	0.61068
MLK4	-7.856	0.61068
GATSL3	-7.3579	0.605578
CDKL5	-8.3374	0.61068
RASGRF2	-8.0668	0.61068
IQCE	-8.1017	0.61068
PDZD9	-8.141	0.61068
FRMPD4	-8.3778	0.61068
PRR18	-7.8049	0.61068
PRDM6	-7.9348	0.61068
FAM230A	-8.2304	0.61068
RP11-503N18.3	-8.2037	0.612301
B9D2	-7.3554	0.612301
AC106876.2	-8.1785	0.612301
BRINP3	-8.0563	0.606074
CLDN14	-8.0168	0.606074
GPT2	-8.0705	0.606074
FAM206A	-8.2106	0.612301
WNT10A	-8.2772	0.612301
C20orf85	-7.7439	0.612301
TLX1	-8.1012	0.612301
NLGN4Y	-8.1491	0.612301
DAZ4	-8.1372	0.612301
NDST4	-8.2502	0.612301
KLK5	-8.3086	0.612301
CDKN2B	-8.428	0.612301
RRNAD1	-7.4575	0.612301
CTD-2349B8.1	-8.6144	0.563736
PIN1	-7.9835	0.612301
FANCD2OS	-8.0308	0.612301
KCNQ3	-7.8871	0.612301
DAZL	-7.9113	0.612301
XYLB	-7.8446	0.612301
CUBN	-7.6535	0.612301
ODF4	-7.7568	0.614432
GGTLC1	-7.721	0.61571
IGHV3-74	-7.9895	0.61571
KIF21A	-8.4667	0.61571
CXCL14	-7.3458	0.61571
PNMA2	-8.307	0.61571
GPATCH3	-7.1819	0.61571
CUL5	-8.1205	0.61571
SIMC1	-8.1832	0.61571
CHD2	-8.2611	0.61571
SLC27A2	-7.9945	0.61571
SLC25A30	-7.6508	0.61571
EMP3	-8.0052	0.61571
ZFPM2	-8.0809	0.61571
LIPA	-7.8103	0.61571
MS4A6E	-7.8548	0.61571
SRSF9	-6.5031	1
RNF113B	-8.0177	0.616172
NPR2	-8.1086	0.616172
GUCY2F	-8.2872	0.617872
ATG10	-8.0953	0.617872
GOLGA6C	-8.4534	0.608009
CD200R1L	-8.0377	0.61799
RBM38	-7.872	0.61799
C1orf94	-7.98	0.61799
TMED6	-8.53	0.61068
OR2B11	-7.9947	0.61068
PLEKHM2	-8.3593	0.61799
RBM15	-8.3957	0.61799
RP11-178L8.4	-8.4102	0.569191
SLC22A25	-6.7789	0.620185
CYTH3	-8.2235	0.620185
CLDN15	-8.2044	0.620185
TBL1X	-8.1947	0.620185
FOXP4	-7.7171	0.620605
DSEL	-7.9161	0.620605
C17orf72	-8.1222	0.620605
SUFU	-8.134	0.620605
ZNF285	-8.0625	0.620605
SMAD3	-8.0167	0.620605
TRBV7-1	-8.3915	0.622268
LPPR1	-7.6253	0.612301
CDC42BPA	-8.0322	0.622268
OLFML1	-7.911	0.622268
FUT8	-8.4047	0.62432
TUBB1	-8.0983	0.612301
BPY2	-7.7534	0.612301
F7	-8.2673	0.612301
GPR52	-8.1817	0.625191
SBK2	-8.1783	0.625191
DSTYK	-7.7745	0.625191
LINC00998	-6.8569	0.625191
ERN1	-8.2667	0.625191
WRAP73	-7.4527	0.61571
ARHGEF12	-8.0075	0.625191
HIST1H1T	-7.7858	0.61068
CTD-2287O16.3	-7.5588	0.625191
MUC2	-8.2464	0.625191
SAP25	-7.7573	0.625191
TRIM66	-8.1702	0.625191
NCOA2	-7.9718	0.625191
BCL9L	-7.7554	0.625191
SCLY	-8.3807	0.625191
GCDH	-7.7356	0.625191
FAM179B	-7.8644	0.627286
RP11-706O15.1	-7.7987	0.629143
IGHV3-15	-8.2487	0.61571
CPT1B	-7.7819	0.629208
PRKG1	-8.3954	0.629208
PTPRK	-8.3564	0.629208
TRIM24	-7.9098	0.629208
LGALS16	-7.7509	0.629208
C19orf38	-7.1296	0.629208
MAP3K5	-7.0793	0.61799
TAS2R41	-8.0455	0.629208
KRTAP26-1	-8.0088	0.629208
GLRA2	-7.9704	0.629208
PACRG	-8.0581	0.629208
ATRNL1	-8.0003	0.629208
AC018816.3	-8.0167	0.629208
KCNJ3	-6.3923	0.629208
ZZEF1	-6.9478	0.619428
CTNNA3	-8.0734	0.629208
GAREM	-7.9271	0.629208
SMO	-8.1524	0.629208
SH2B3	-7.8129	0.629208
FAM200B	-7.8124	0.631504
RAD21L1	-8.1229	0.631504
C11orf16	-7.7945	0.631504
RP11-6L6.2	-7.8751	0.620605
KRTAP10-7	-8.3463	0.632944
SLC12A7	-7.5987	0.633659
C9orf40	-7.5108	0.622625
FSIP2	-7.9956	0.636065
U82695.9	-8.2374	0.636065
BEX4	-7.1485	0.636065
CORO7	-8.2738	0.556816
KRTAP19-6	-7.9466	0.636854
MYH2	-7.9926	0.638815
AP000721.4	-7.8128	0.638815
EPYC	-8.0705	0.625191
ASB18	-7.0438	0.639442
NFS1	-6.5238	0.625191
DOK2	-8.0705	0.625191
AL359091.2	-8.1038	0.639682
ITPKC	-8.3549	0.639682
GABRQ	-7.749	0.639682
SPATA20	-7.4221	0.639682
GNRHR	-8.0859	0.639682
CCDC144NL	-7.956	0.640432
LRRC4C	-7.9685	0.626232
SLC43A1	-8.0312	0.640432
BRS3	-8.122	0.640432
OR2F1	-8.1399	0.640432
KCNG4	-8.1105	0.640432
TET1	-8.2246	0.640432
MPI	-8.261	0.640432
RP11-830F9.6	-8.2994	0.640432
OR52K2	-7.9112	0.640432
SH2D3A	-7.7636	0.640432
ADAM8	-7.9589	0.640432
KLHL32	-8.189	0.640432
MAP2K3	-8.362	0.640432
EDEM1	-8.3897	0.640432
MGAM	-8.0722	0.640432
TTC7B	-7.8092	0.640432
PPP2R1B	-8.0149	0.640432
MAS1	-7.7834	0.640432
COL4A3	-8.1456	0.640432
C11orf88	-8.0168	0.640762
ZC3H12A	-8.3762	0.640762
VILL	-7.4813	0.640762
OR11G2	-7.7259	0.641026
AC008267.1	-8.2611	0.629208
POM121L2	-8.3934	0.629208
DLGAP4	-7.4847	0.629208
PLCD3	-7.8985	0.642148
CLDN22	-8.0958	0.642148
ASMTL	-8.1638	0.642148
MAP4K3	-8.2959	0.642148
SLIT1	-8.214	0.642148
FFAR1	-7.8891	0.642148
IL2RB	-6.4823	0.642518
KLC3	-7.9735	0.642518
RP11-872D17.8	-7.1547	0.625191
TRGV9	-8.024	0.631504
IGHV4-4	-8.5068	0.633659
TMEM249	-7.8714	0.645687
FLI1	-7.8204	0.645687
UBTD1	-7.7882	0.645687
TIGD2	-7.5765	0.645687
KRCC1	-8.2844	0.645687
AC074389.6	-8.3583	0.645687
CXCR5	-8.1606	0.645687
THEG	-7.9697	0.645687
FBXO4	-8.0837	0.645687
ARMCX5	-8.1797	0.645687
C11orf80	-7.6761	0.645687
SOGA2	-7.3885	0.645687
PLK2	-7.9165	0.645687
TLL2	-8.339	0.645687
OR10G6	-7.9451	0.645687
C5orf47	-8.3809	0.645687
AL117190.2	-7.931	0.645888
LTC4S	-7.553	0.645888
GRM7	-7.9343	0.645888
PPP2R5B	-7.1635	0.646109
CYP3A5	-6.8273	0.646109
HDGFRP3	-7.5852	0.629208
PDZK1IP1	-7.9252	0.646603
MTHFS	-6.4147	0.646603
EFCAB3	-8.2147	0.646603
RP11-58C22.1	-7.9323	0.629208
CD180	-8.3757	0.646603
IFNL1	-8.3921	0.646603
C7orf65	-8.3907	0.646603
NOXA1	-8.3812	0.646603
LIME1	-8.3448	0.646603
ABAT	-8.2274	0.646603
TEDDM1	-8.1733	0.646603
SYNE1	-7.8845	0.646603
SLC43A3	-7.6533	0.646603
SLC5A1	-7.9937	0.646603
CDH13	-7.9214	0.646603
ZNF844	-7.2566	0.640432
IMPA1	-8.0563	0.640432
SPANXN2	-8.0914	0.640432
HMCN1	-8.1184	0.64956
EML5	-8.2425	0.640432
C4orf27	-7.4812	0.649591
FOXO4	-8.3795	0.649591
C10orf55	-8.1598	0.649591
FEZF1	-8.024	0.640432
CATX-2	-6.6886	0.949396
PIAS4	-7.0568	0.651919
PQLC1	-8.359	0.651919
TNIP3	-8.3987	0.651919
KCNG3	-7.3768	0.652814
KRTAP5-6	-7.4952	0.642148
ITIH2	-8.3406	0.652919
DKK2	-8.1247	0.652919
UCK2	-8.1792	0.652919
C7orf50	-7.9496	0.642279
LL22NC03-75H12.2	-7.5766	0.642518
SH3BGR	-8.1578	0.652919
GRIA1	-7.1465	0.652919
CFTR	-7.67	0.652919
OR9Q1	-7.34	0.652919
ZSCAN1	-7.9875	0.652919
ABCF2	-7.8419	0.652919
SIRT3	-8.0878	0.652919
RNF19A	-7.8929	0.652919
SLC25A37	-7.9305	0.652919
NOG	-7.9225	0.652919
CACNB2	-7.9489	0.652919
SIK2	-7.8832	0.652919
RP11-410N8.4	-7.5887	0.652919
ZC2HC1B	-7.3837	0.653975
LL22NC03-63E9.3	-8.1666	0.654133
KLRC4	-8.4964	0.645687
WFS1	-7.555	0.654623
CPAMD8	-6.8041	0.655732
METTL4	-7.7748	0.65705
PHF8	-8.2887	0.65705
C4orf40	-7.6185	0.657758
BCR	-8.1324	0.645888
PDP1	-7.2841	0.658483
ANXA8	-8.4938	0.646603
IL17C	-8.1618	0.658483
PCDHGB2	-8.7911	0.605578
CLEC19A	-7.8283	0.658483
CHSY1	-7.2932	0.646603
CCBE1	-7.3355	0.658483
AGBL5	-8.096	0.658483
JMY	-8.2355	0.658483
MBP	-8.0658	0.658483
ADCY6	-7.8708	0.658483
TAL2	-8.0239	0.658483
CRIP2	-7.4873	0.658483
ABCA4	-7.9244	0.658483
SLC3A2	-8.3164	0.658483
WDR17	-8.3659	0.658483
TRGV5	-8.0563	0.606074
RERG	-8.2049	0.65945
EPHB2	-8.2293	0.65945
FCAR	-8.2561	0.65945
ADRA1B	-7.9691	0.65945
CTD-2587H24.4	-7.9617	0.65945
CCDC173	-6.9203	0.65945
GALNT4	-7.6441	0.65945
AP000783.1	-8.478	0.647881
PITHD1	-7.8882	0.65945
ITGAD	-7.7265	0.64885
RP11-87C12.2	-8.2972	0.660002
SAMD1	-8.2769	0.660002
TRIM27	-7.7197	0.660002
NCCRP1	-8.093	0.660002
SLC36A1	-8.118	0.660002
PPP1R3F	-8.2511	0.660002
NCEH1	-8.0509	0.660002
STOML1	-8.1643	0.660002
ASAP2	-7.7298	0.660002
BMPR1A	-7.2447	0.660002
PAFAH1B3	-8.3063	0.660002
HECW1	-7.2251	0.660002
RGS9BP	-8.1388	0.660002
FAR1	-7.8342	0.660002
CYP26A1	-7.5864	0.660002
TNFRSF6B	-8.0472	0.660002
GPR179	-7.871	0.660002
FAM180A	-8.1137	0.660002
NF1	-8.2439	0.660002
SREK1	-8.1623	0.660002
FAH	-7.8754	0.661883
MAGEB2	-7.8015	0.661883
CXorf23	-8.3614	0.662499
SIRPD	-8.1979	0.645888
NADSYN1	-8.3211	0.663287
ILDR2	-7.9108	0.663287
MEX3C	-7.6787	0.663287
DTNA	-8.0705	0.653932
MYO3B	-7.1522	0.665177
ISPD	-7.8208	0.665177
AC022400.2	-8.1261	0.665177
MDM1	-8.1735	0.665177
ERCC8	-8.2966	0.665177
TPRX1	-8.2463	0.665177
SPATA21	-8.2989	0.665177
ADAMTS15	-8.1807	0.665177
RAF1	-7.6072	0.665553
RP11-347C12.1	-7.0077	0.65705
POU5F2	-8.2837	0.665553
MCIDAS	-7.6671	0.665553
ISM1	-8.2266	0.665553
STYK1	-8.3301	0.665553
ODF2	-8.1772	0.665553
GLB1	-7.8134	0.665553
C1orf35	-7.902	0.665553
TREM1	-8.0584	0.665553
BDH1	-7.7574	0.665553
ERVMER34-1	-7.2689	0.658483
TM7SF3	-8.1017	0.658483
COX5B	-8.4833	0.658483
P2RY2	-7.92	0.668921
PMCH	-8.2078	0.658483
IZUMO3	-8.0058	0.658483
HMG20B	-8.1479	0.669301
PTPN18	-8.2914	0.669301
MST4	-8.1011	0.669301
TNC	-7.922	0.669301
PYGB	-8.0809	0.669301
ALDH3B1	-8.1351	0.669301
MVP	-8.0258	0.669301
TIAM1	-7.9979	0.669301
CTNND1	-8.0959	0.669301
SLC37A1	-8.0159	0.669301
KCNG2	-7.7313	0.65945
FAM71B	-7.3921	0.65945
AL807752.1	-8.0609	0.671576
RP11-451M19.3	-8.4806	0.65945
CDKN2A	-7.6179	0.673961
FAM47B	-7.8854	0.673961
RASSF4	-7.7276	0.673961
PDE2A	-7.7097	0.673961
AKAP14	-7.3314	0.673961
CDNF	-7.4844	0.673961
C1orf158	-8.1612	0.674292
LRRC43	-7.6537	0.660002
CPNE5	-7.5072	0.654076
DDI2	-8.1835	0.67539
SHROOM2	-8.2728	0.67539
KCNJ13	-8.1654	0.67539
GPR143	-8.1032	0.67539
ACO1	-8.3429	0.67539
QRFP	-7.9722	0.67539
C11orf84	-8.3035	0.67539
RNF41	-8.17	0.67539
TRADD	-7.938	0.67539
ADAMTS1	-7.9986	0.67539
TMEM200A	-7.3127	0.675703
TPK1	-7.1843	0.675703
FPGS	-7.9342	0.66112
INPP5B	-7.8543	0.675703
GLG1	-8.1289	0.677403
EPHX2	-7.8527	0.677403
SEPSECS	-8.2738	0.677403
NMB	-7.9081	0.677403
FGFR2	-8.068	0.677403
MAP4K5	-6.3814	0.677403
TMEM139	-7.1849	0.677403
OAS1	-7.6231	0.677403
PRRG3	-7.8129	0.677403
KIF3B	-7.8444	0.677403
ARHGAP10	-7.7996	0.677403
NR3C1	-7.8829	0.677403
SFTPC	-8.0502	0.677403
CHST11	-8.3706	0.677403
SLC8A1	-8.1962	0.677403
ARAF	-8.3714	0.677403
IGLJ3	-8.3313	0.677403
TRBJ2-7	-8.7675	0.617969
CRHR2	-7.4033	0.665177
IGHV3-9	-8.028	0.677403
COL27A1	-8.1185	0.677403
CLSTN1	-7.8838	0.677403
MUC22	-8.2025	0.677403
CXCR3	-7.5253	0.677403
C18orf8	-7.7745	0.677403
LRRIQ4	-8.2388	0.677403
CTD-2192J16.22	-8.2045	0.677403
STK19	-7.6251	0.677403
SMIM13	-8.4166	0.677403
DIO1	-8.1842	0.677403
PRSS33	-7.8567	0.677403
TAS1R2	-7.9205	0.677403
TMEM255A	-7.4009	0.677403
UBE2E1	-8.3281	0.677403
MGAT5B	-8.0873	0.677403
NEIL1	-8.3395	0.677403
MME	-7.7536	0.677403
SLC46A2	-8.0974	0.677403
INSR	-8.2775	0.677403
TMEM119	-7.3013	0.677403
MAP3K11	-7.9466	0.677403
C15orf60	-8.061	0.677403
ZNF275	-8.0312	0.677403
ZBTB9	-7.8849	0.677403
ZNF721	-7.9005	0.677403
PDGFD	-7.8296	0.677403
SEMA3F	-7.8911	0.677403
TMCC1	-7.6607	0.677403
MS4A6A	-7.9921	0.677403
ADCY3	-7.5146	0.677403
CD33	-7.9331	0.677403
PTH2R	-8.0082	0.677403
NOD2	-7.8959	0.677403
BCL2L2	-7.516	0.671056
PPIP5K1	-7.5205	0.678272
CERKL	-8.2259	0.678272
SCAF1	-7.9068	0.678272
ISYNA1	-7.3625	0.678319
CLDN17	-8.3469	0.679565
WDR90	-7.8878	0.679565
TOX3	-8.1364	0.679565
FTH1	-7.9227	0.679809
DCXR	-8.0911	0.679809
ZIC3	-7.4924	0.679809
LPIN2	-8.4097	0.679809
TRBV7-4	-7.4766	0.679809
ASAH2B	-8.0668	0.679809
CAPSL	-7.8506	0.679809
RP1L1	-8.1166	0.679809
APOBEC3D	-8.2747	0.679809
CLPP	-7.9129	0.675703
ARHGEF18	-7.9446	0.665177
SOGA3	-8.1853	0.698065
PRRC2C	-8.3616	0.679809
FAM91A1	-8.1193	0.679809
NPFFR1	-8.3255	0.679809
DENND6A	-7.8466	0.679809
PATZ1	-8.0782	0.679809
HTR7	-7.8829	0.679809
KCNV1	-8.0527	0.679809
FSCN1	-7.8471	0.679809
C8orf17	-7.9124	0.679809
FEM1A	-8.1036	0.679809
GM2A	-8.2092	0.679809
SYT4	-8.0012	0.679809
ZNF416	-7.8966	0.68152
PRICKLE2	-8.1199	0.68152
MX2	-7.8283	0.68152
GPR151	-7.663	0.68152
C9orf62	-7.2398	0.682409
ESR1	-8.258	0.677403
SUOX	-8.0509	0.682409
C11orf87	-8.2315	0.682409
IYD	-7.749	0.677403
RP11-766F14.2	-7.475	0.686633
DNAH8	-7.9909	0.687107
GPRC5D	-8.097	0.687107
IDH2	-8.0563	0.677403
NFE2L1	-8.1391	0.677403
PCDHA4	-7.6396	0.677403
OCSTAMP	-7.9301	0.687107
CHRM1	-7.8415	0.687107
PKN3	-7.6509	0.687107
STK36	-7.5936	0.687107
CCNJ	-7.8508	0.687107
C15orf59	-8.3679	0.677403
PLEK	-8.296	0.687107
FIBCD1	-8.3153	0.687107
CELA2B	-8.1772	0.687107
PIWIL3	-7.9143	0.687107
RIPPLY2	-8.3013	0.687107
TSKS	-7.2771	0.687107
CNGA2	-8.0662	0.687107
CNGA1	-7.5172	0.687107
C5orf46	-7.6662	0.687107
CCDC28B	-7.4712	0.687107
MARCH11	-8.3005	0.687107
KRTAP16-1	-7.5788	0.687107
ASIC2	-7.4884	0.687107
FAM127B	-8.0462	0.687107
SAYSD1	-7.9804	0.687107
ATXN7	-7.9	0.687107
SIGLEC12	-7.9438	0.687107
TACR3	-8.1891	0.687107
GLB1L3	-8.0957	0.687107
INADL	-8.0241	0.687107
EID3	-7.987	0.687107
ALS2CR11	-8.0092	0.687107
PLA2G2E	-7.7479	0.687107
OR8G5	-8.2886	0.679499
MTUS1	-8.3066	0.679499
CD300LB	-7.3808	0.679565
HABP2	-8.1163	0.687107
CSHL1	-8.2611	0.687107
ZFYVE28	-8.0786	0.687107
CELF3	-8.0545	0.687107
MTG2	-8.2378	0.687107
TMEM215	-8.1607	0.687107
NLRP10	-7.7296	0.687107
SYT17	-7.714	0.687107
GH2	-7.6205	0.687107
KIAA0020	-7.8992	0.687107
UQCC1	-7.6486	0.687107
PFKFB1	-7.6884	0.687107
MAP3K6	-7.6266	0.687107
FUZ	-7.5865	0.687107
AMDHD2	-7.5149	0.687107
RP11-595B24.2	-7.4588	0.687107
MAN1A1	-7.9318	0.687107
IFNE	-7.92	0.687107
PRR23D1	-7.2932	0.687107
IZUMO2	-8.3423	0.687305
HYAL4	-8.352	0.687305
STK17B	-8.2889	0.68794
TWSG1	-7.3973	0.690195
KIAA1377	-7.6511	0.690668
C9orf41	-8.2331	0.679809
